id,user_id,date,hours,power,month,time,year,power_kWh,cost,dates_AMPM
0,1,2020-07-20,07,0.7,Jul,07:59:55,2020,1e-05,0.0,07:59AM
1,1,2020-07-20,08,41.30000000000002,Jul,08:00:56,2020,0.0005900000000000009,0.0,08:00AM
2,1,2020-07-20,09,12.599999999999996,Jul,09:00:24,2020,0.00018,0.0,09:00AM
3,1,2020-07-21,14,1484.4000000000017,Jul,14:02:42,2020,0.02453999999999998,0.00482,02:02PM
4,1,2020-07-21,15,2017.3000000000006,Jul,15:00:14,2020,0.03348000000000001,0.006600000000000002,03:00PM
5,1,2020-07-21,16,3050.199999999999,Jul,16:00:43,2020,0.05087,0.01021000000000001,04:00PM
6,1,2020-07-21,17,3125.3999999999974,Jul,17:00:14,2020,0.052079999999999994,0.01046000000000001,05:00PM
7,1,2020-07-21,18,3169.999999999999,Jul,18:00:49,2020,0.05283999999999998,0.010630000000000013,06:00PM
8,1,2020-07-21,19,3041.3999999999965,Jul,19:00:21,2020,0.050630000000000036,0.01012000000000001,07:00PM
9,1,2020-07-21,20,3071.7,Jul,20:00:53,2020,0.05113000000000003,0.010220000000000009,08:00PM
10,1,2020-07-21,21,3000.499999999996,Jul,21:00:29,2020,0.05000999999999999,0.010020000000000013,09:00PM
11,1,2020-07-21,22,2971.7000000000003,Jul,22:00:55,2020,0.04954999999999997,0.00996000000000001,10:00PM
12,1,2020-07-21,23,3106.4999999999973,Jul,23:00:28,2020,0.051849999999999966,0.010400000000000012,11:00PM
13,1,2020-07-22,00,113.29999999999991,Jul,00:00:56,2020,0.0017300000000000009,0.00028000000000000003,12:00AM
14,1,2020-07-22,01,33.50000000000002,Jul,01:01:31,2020,0.0004000000000000004,1e-05,01:01AM
15,1,2020-07-22,02,2567.7000000000003,Jul,02:00:04,2020,0.042729999999999976,0.00851000000000001,02:00AM
16,1,2020-07-22,03,2724.7999999999997,Jul,03:00:35,2020,0.04533999999999997,0.009020000000000009,03:00AM
17,1,2020-07-22,04,3023.039999999997,Jul,04:00:07,2020,0.05032000000000002,0.010050000000000009,04:00AM
18,1,2020-07-22,05,3057.499999999997,Jul,05:00:40,2020,0.051000000000000004,0.010220000000000009,05:00AM
19,1,2020-07-22,06,2020.0999999999995,Jul,06:00:11,2020,0.033720000000000014,0.006689999999999999,06:00AM
20,1,2020-07-22,07,242.90000000000003,Jul,07:00:40,2020,0.004060000000000004,0.0005900000000000007,07:00AM
21,1,2020-07-22,08,200.79999999999993,Jul,08:00:15,2020,0.003350000000000005,0.00045000000000000053,08:00AM
22,1,2020-07-22,09,1714.9999999999995,Jul,09:00:50,2020,0.028580000000000008,0.005630000000000003,09:00AM
23,1,2020-07-22,10,3165.799999999999,Jul,10:00:26,2020,0.05271,0.010570000000000012,10:00AM
24,1,2020-07-22,11,3066.3999999999974,Jul,11:00:59,2020,0.05114999999999997,0.01028000000000001,11:01AM
25,1,2020-07-22,12,3035.999999999999,Jul,12:00:32,2020,0.05060999999999997,0.01012000000000001,12:00PM
26,1,2020-07-22,13,3087.8999999999996,Jul,13:00:02,2020,0.05149999999999996,0.010290000000000007,01:00PM
27,1,2020-07-22,14,3094.1999999999975,Jul,14:00:35,2020,0.05162999999999999,0.010360000000000012,02:00PM
28,1,2020-07-22,15,2875.999999999999,Jul,15:00:07,2020,0.047900000000000005,0.009620000000000009,03:00PM
29,1,2020-07-22,16,34.500000000000014,Jul,16:00:38,2020,0.00043000000000000037,1e-05,04:00PM
30,1,2020-07-22,17,32.70000000000002,Jul,17:00:10,2020,0.0003600000000000003,0.0,05:00PM
31,1,2020-07-22,18,3.9,Jul,18:00:42,2020,5e-05,0.0,06:00PM
32,1,2020-07-23,00,484.79999999999984,Jul,00:45:16,2020,0.008029999999999999,0.0016500000000000004,12:45AM
33,1,2020-07-23,01,344.8000000000002,Jul,01:00:25,2020,0.005609999999999988,0.0011,01:00AM
34,1,2020-07-23,02,25.500000000000014,Jul,02:00:59,2020,0.0002900000000000001,0.0,02:01AM
35,1,2020-07-23,03,25.90000000000001,Jul,03:00:35,2020,0.00031000000000000016,0.0,03:00AM
36,1,2020-07-23,04,25.899999999999995,Jul,04:00:06,2020,0.00030000000000000014,0.0,04:00AM
37,1,2020-07-23,05,23.200000000000006,Jul,05:00:39,2020,0.00027000000000000006,0.0,05:00AM
38,1,2020-07-23,06,26.900000000000002,Jul,06:00:10,2020,0.0002900000000000001,0.0,06:00AM
39,1,2020-07-23,07,26.400000000000013,Jul,07:00:43,2020,0.0003300000000000002,0.0,07:00AM
40,1,2020-07-23,08,26.300000000000008,Jul,08:00:19,2020,0.0003200000000000002,0.0,08:00AM
41,1,2020-07-23,09,20.599999999999998,Jul,09:00:51,2020,0.0002800000000000001,0.0,09:00AM
42,1,2020-07-23,10,26.200000000000003,Jul,10:00:39,2020,0.00030000000000000014,0.0,10:00AM
43,1,2020-07-23,11,27.500000000000007,Jul,11:00:12,2020,0.00035000000000000027,0.0,11:00AM
44,1,2020-07-23,12,121.0,Jul,12:00:51,2020,0.00193,0.00032,12:00PM
45,1,2020-07-23,13,1412.3999999999992,Jul,13:00:25,2020,0.023580000000000014,0.004720000000000007,01:00PM
46,1,2020-07-23,14,1401.1,Jul,14:00:58,2020,0.023360000000000013,0.004720000000000007,02:00PM
47,1,2020-07-23,15,1405.1,Jul,15:00:34,2020,0.023460000000000012,0.004720000000000007,03:00PM
48,1,2020-07-23,16,1429.0,Jul,16:00:08,2020,0.023860000000000013,0.004800000000000007,04:00PM
49,1,2020-07-23,17,886.6000000000005,Jul,17:00:37,2020,0.014719999999999992,0.0029600000000000026,05:00PM
50,1,2020-07-23,22,568.6000000000001,Jul,22:36:02,2020,0.00949,0.00192,10:36PM
51,1,2020-07-23,23,1415.999999999999,Jul,23:00:16,2020,0.02340000000000002,0.004800000000000007,11:00PM
52,1,2020-07-24,00,1392.3999999999992,Jul,00:00:47,2020,0.02301000000000002,0.004720000000000007,12:00AM
53,1,2020-07-24,01,47.2,Jul,01:00:21,2020,0.00078,0.00016,01:00AM
54,1,2020-07-24,04,590.0000000000002,Jul,04:35:17,2020,0.009749999999999997,0.002,04:35AM
55,1,2020-07-24,05,1392.3999999999992,Jul,05:00:46,2020,0.02301000000000002,0.004720000000000007,05:00AM
56,1,2020-07-24,06,1415.999999999999,Jul,06:00:21,2020,0.02340000000000002,0.004800000000000007,06:00AM
57,1,2020-07-24,07,1392.3999999999992,Jul,07:00:52,2020,0.02301000000000002,0.004720000000000007,07:00AM
58,1,2020-07-24,08,1392.3999999999992,Jul,08:00:31,2020,0.02301000000000002,0.004720000000000007,08:00AM
59,1,2020-07-24,09,1415.999999999999,Jul,09:00:10,2020,0.02340000000000002,0.004800000000000007,09:00AM
60,1,2020-07-24,10,1250.7999999999997,Jul,10:00:43,2020,0.02067000000000001,0.004240000000000006,10:00AM
61,1,2020-07-24,11,1392.3999999999992,Jul,11:00:29,2020,0.02301000000000002,0.004720000000000007,11:00AM
62,1,2020-07-24,12,1415.999999999999,Jul,12:00:00,2020,0.02340000000000002,0.004800000000000007,12:00PM
63,1,2020-07-24,13,1393.3999999999992,Jul,13:00:36,2020,0.02301000000000002,0.004720000000000007,01:00PM
64,1,2020-07-24,14,1419.9999999999986,Jul,14:00:08,2020,0.02341000000000002,0.004800000000000007,02:00PM
